,Tweet,Type
11511,Bucky Im not gonna kill anyoneBucky hits guy square in the chest with a 40lb cinderblock <link> ,0.0
11512,The New Yorkers latest issue comes alive with AR   <link>   <hashtag> ,0.0
11513,New security system who dis  <hashtag> ,1.0
11514,I tried so hard to be attentive   <hashtag> ,1.0
11515,Orgullo Mormon   <link>  <link> ,0.0
11516,REPORT N Korea does the UNTHINKABLE to Pregnant Women in Prison Camps  <link> ,1.0
11517,Russian who shot himself in Seattle standoff was freed in past after Russia refused him  <link>   <hashtag> ,1.0
11518,McMillan out  <hashtag>   <hashtag>   <hashtag>   <link>  <link> ,0.0
11519,LOL Bannon Just Dashed Dems 2020 Hopes With His BOLD PREDICTION  <link> ,1.0
11520,Armed robbers hit multiple locations on the North Side Saturday morning  <link>   <link> ,1.0
11521,Quote <3 Abortion is not a favor for the medical profession to bestow but an obligation for them to perform  <hashtag> ,0.0
11522,Storms full of sorrow that wont disappear,0.0
11523,Hillary Clinton contradicts the common sense and real facts  <hashtag>   <hashtag>   <link> ,1.0
11524,The way I slap my parents hands in public and tell them no for picking up unnecessary shit youd think Im the parent,0.0
11525, <username>  SOS Horror plus looting lack electricity water food all  <link> ,0.0
11526,The Vegetarian Wins Man Booker International Prize For  <link> ,0.0
11527,Thank you so much for your vote   <hashtag>   <hashtag>   <hashtag> ,0.0
11528,French says attack mastermind was killed in police raid,1.0
11529, <hashtag>  against Muslim antiwoman actions  <link> ,1.0
11530,Facebook 1 trending Pubic Hair Glad to know their war on fake news means keeping it real for real  <link> ,1.0
11531,Who done it   <link> ,1.0
11532,Oh Sehun  perfection   <link> ,0.0
11533,From twerk to work Miley Cyrus to host MTV Video Music Awards   <hashtag> ,1.0
11534,I NEED IT,0.0
11535,A lostdying art indeed lol,0.0
11536,Babies Born Alive During Abortions More Common Than You Think  <link>   <link> ,1.0
11537,Trial of suspected Charleston Church shooter Dylann Roof to start  <link>   <link> ,1.0
11538,DrSwamy has studied the case thoroughly  after finding it a conspiracy he has taken up Bapujis case  <hashtag> ,0.0
11539, <hashtag>  I get 8missed calls from mamathis will always give me goosebumps ,1.0
11540, <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
11541,Peters measure aims to help traumatized vets   <hashtag> ,1.0
11542,The first gong of the night is a Special Achievement Award To Accringtons finest Mr  <username>   <link> ,0.0
11543,Washington County District Attorney Bob Hermann is keeping a sex crime victim shackled and in a cage  <link> ,1.0
11544,Police are investigating a deadly shooting in Fairfield   <hashtag> ,1.0
11545,Now Playing Franchise Jay  <username>   <username>   So Focused >  <link> ,1.0
11546,tgh mabok jap,0.0
11547,Retweeted Giselle  <username> CODE REDBOTH EUTH LISTED FOR 511WILL BE KILLED AT ANYTIME  <link> ,0.0
11548,Trump Exposes Schumers FLIP FLOP on the Iran Deal  <link> ,1.0
11549, <hashtag>  Report No punishment for Pharoah jockey,1.0
11550, <username>  lets go,0.0
11551, <link> ,0.0
11552, <username>   <username>   <link>  ,1.0
11553, <hashtag>  top  <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>  WATCH  <link>   <hashtag>   <link> ,0.0
11554,not that hard to be straight up with people,0.0
11555,Body of teen who disappeared while swimming in the Big River has been found police say  <link>   <link> ,1.0
11556, <hashtag>  she refused to lose weight  <link> ,1.0
11557, <hashtag>  trying to dodge these goddamn snow balls QUIT IT ya little brats   <username>   <username>   <username>   <link> ,1.0
11558, <username>  Thanks for following Were experts in design  digital marketing for  <hashtag>   <link> ,0.0
11559,Excop in John Geer case released from jail   <link>   <link> ,1.0
11560,< Connector with a dash of nurturer > How To Communicate With Five Most Common Personality Types In Your Office  <link> ,0.0
11561,US Marine DESTROYS Pelosi in Gun Debate Leaves Her Speechless  <link> ,1.0
11562,Well we are busy getting the show ready for everyone  now ,0.0
11563,Im sat down hes stood up,0.0
11564,160517  <hashtag>   <hashtag>   Anan Magazine Credits  <link> ,0.0
11565,Everything Has Changed feat Ed Sheeran by  <username>    <link> ,0.0
11566, <username>  perform I Remember  a mesmerising cover of  <username> s Company  <link>  <link> ,0.0
11567,BREAKING IRS Will Crack Down on Questionable Obamacare Recipients  <link> ,1.0
11568,Henry David Thoreau  <hashtag>   <hashtag>  Via  <link>  <link> ,0.0
11569,MLB Legend Curt Schilling Describes Destruction in Puerto Rico Praises Trump  <link> ,1.0
11570,Michael Moore predicted Donald Trumps win Now hes back with a much more terrifying warning  <link> ,1.0
11571,North Korea puts on rare political gathering   <hashtag> ,1.0
11572,Board alleges negligence by Topeka birthing center doctor  <link>   <hashtag> ,1.0
11573,Budapest airport departures halted temporarily by computer failure   <hashtag> ,1.0
11574,I dont really like to exercise but I push up on a bitch   Lloyd Banks,1.0
11575,I   <hashtag> We always have so much fun teaching our beginner dance classes  <username>   <link> ,0.0
11576,Woman Sees Her Slave Cabin Birthplace in DC Museum  <link>   <link> ,1.0
11577,Do everything in love,0.0
11578,27BB The Study Room Tabula Rasa Worlds Connecting or Design Mannerism  <link>  <link> ,0.0
11579,DaMonte Coxie officially visits University of Texas San Antonio considering his options   <hashtag> ,1.0
11580,Somebody asked me out of all the schools why Skegee  I had to hit them with the facts,0.0
11581,You will never walk alone  power of twitter proved this  thanks for everyone support especially Nancy x  <link> ,1.0
11582,Hot Coffee  The True Story of the McDonalds Coffee Case and the Myth of the Frivolous Lawsuit Pandemic  <link> ,0.0
11583,Is it Possible that a  <hashtag>  Can Explain in Detail the Design of DNA  <link>   <hashtag>   <hashtag>   <hashtag> 1  <hashtag>   <hashtag> ,0.0
11584,haa okay all the best ,0.0
11585,15yearold suspect on the run after a shooting at the Olathe Walmart  <link> ,1.0
11586,I few minutes I will be live in  <username>  with  <username>  talking  <hashtag>   <hashtag>  EN MINUTOS ESTRE EN VIVO CON  <hashtag>  POR  <hashtag>   <link> ,1.0
11587,MBE Major Bell End  <hashtag>   <link> ,1.0
11588,Dolton nursing home resident missing police say  <link>   <link> ,1.0
11589,New  <username>  video for next single Glory Hallelujah  <link> ,0.0
11590,Special Report As oil boom goes bust Oklahoma protects drillers and squeezes schools By Luc Cohen and Josh  <link> ,0.0
11591,Magazine Issue 3 Buy  <link> ,1.0
11592,NewsOne Now Audio Podcast Bishop EW Jackson Calls  <hashtag>  Is Movement Disgraceful,1.0
11593,Lincoln Tunnel Bus Collision Injures at Least 31 Snarling Traffic   <hashtag> ,1.0
11594, <username>  P8A is designed to replace P3C Orion as the US Navys longrange antisubantisurface warfare aircraft  <link> ,1.0
11595,Taking small group fitness to another level  <link> ,0.0
11596,Google Search Console  Google Analytics are Integrating at a Deeper Level  Alex F   <link>   <hashtag>   <hashtag> ,0.0
11597,He must have heard more than me  <username>  <link> ,0.0
11598, <hashtag>  if youre GF and or vegan youre exempt Youve suffered enough,1.0
11599,Everything I Dont Remember By Jonas Hassen Khemiri  <link>  via  <username> ,0.0
11600,UVA students sign petition to ban Christmas  <link>   <link> ,1.0
11601,ISIS makes me rly scared <hashtag> ,1.0
11602,50 year Greek Ponzi scheme craters blame Germany    <hashtag>   <link> ,1.0
11603,whos there,0.0
11604, <username>  company gathering in the kitchen Along with our friends at  <username>  we are proAmerica and proIsrael  <link> ,1.0
11605,WTF is happening in NYC and all of these reports of missing women,1.0
11606,Ken  B home going dumb on niggas,0.0
11607,Morning yall,0.0
11608,Trailer for Guerilla  um yeah Houston we have a problem  <link> ,1.0
11609,The first modern  <hashtag>  turbine was built in Vermont in the early 1940s  <hashtag>   <hashtag>   <link> ,1.0
11610,Former South Allegheny Teacher Accused Of Inappropriately Texting 2nd Student   <hashtag> ,1.0
11611,Still waiting on that Paula AbdulSimon Cowell sex tape,1.0
11612,BREAKING Sky Sources Jose Mourinho told that  <username>  managers job is his if Louis Van Gaal leaves this summer  <hashtag> ,0.0
11613,Had 2 Sprinkle my Bro  <username>  wit some Sauce I told my Girl Im  <hashtag>   <username>   <link> ,1.0
11614,Chile a nigga buy them a capri sun and they posting on instagram like thank you baby  <link> ,1.0
11615,chill your stories,0.0
11616,Must Get Coffee,0.0
11617,the transition from lighting to DNA is my favourite thing  <link> ,0.0
11618,1111 kiley,0.0
11619, <hashtag>  Us Amanda Kessel concussion behind her has a clear head and clear goals,1.0
11620,Brand New to release new song I Am A Nightmarehear teaser  News  Alternative Press  <link> ,0.0
11621, <hashtag>  Its The Nutshack all over again,1.0
11622,At his new home in Mumbai1 month to Udta Punjab,0.0
11623,APNewsBreak Former Iowa St star Nikki Moody sues coach   <hashtag> ,1.0
11624,HS State Swimming Day One Preliminaries  <link>   <hashtag> ,1.0
11625,If Your Dog Sleeps In Bed With You You Might Want To See What They Just Found  <link> ,1.0
11626,FBI agents badge gun stolen from car near Alamo Square  <link> ,1.0
11627,Economy growing Excluding hurricane effects CEA estimates that real GDP growth would have been 39 in Q3  Stock market at a new high unemployment at a low We are winning and TAX CUTS will shift our economy into high gear  <link>   <link> ,1.0
11628,1 year since Odd  18515  <link> ,0.0
11629,Darkmoney group subject of new investigation   <hashtag> ,1.0
11630, <username>  The BukM3 system is superior to the S300 air defense missile system by a number of characteristics  <link> ,1.0
11631,Confirmed according to  <username>  and  <username>  that it was 21400 Raw was live at 11,0.0
11632,In a world full of sheep she was the wolf Her Name is Mariah  <link> Version1entries0  <hashtag>   <hashtag>   <link> ,0.0
11633,Trump Just Responded to North Koreas Latest Nuke Test Look What He Said  <link> ,1.0
11634,BREAKING  North Korea Launches Missile  <link>   <link> ,1.0
11635,People forget out founding fathers were ALL successful business men served for two terms and went back to running their business  <username> ,0.0
11636,Watch  <username>  thank 13 public safety officers for displaying exceptional courage in protecting others from  <link> ,0.0
11637,No one can accuse LILO of being camera shy  This bold beauty needs a home  Here is a link to her Petfinder  <link> ,0.0
11638,she wants 150 bc thats what she paid for the ticket 135 plus booking fees and postage but Im sure shes willing to,0.0
11639,Walgreens is expanding its  <hashtag>  services  <link>  via  <username>   <link> ,0.0
11640,God Bless our military   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
11641,1299 Floral Purse10 OFF with code Twitter at  <link>  <hashtag>   <hashtag>   <link> ,0.0
11642, En Vogue  Giving Him Something He Can Feel  <link>   <hashtag>   <hashtag>   <hashtag> ,1.0
11643,Real GOALS  being financially  mentally  academically physically  spiritually and lastly emotionally stable ,0.0
11644,If youre stressed out try one of these apps to help pull yourself together Its Saturday enjoy it  <link>   <link> ,1.0
11645, Who doesnt love the  <hashtag>  TCute earrings with shell charms  <hashtag>   <hashtag>   <link>  <link> ,0.0
11646,ALL KINDS OF BAMM Top Obama Adviser Sought Names of Trump Associates in Intel  Bloomberg View  <link> ,1.0
11647, <hashtag>  Berners Apply to be a poll worker and lets avoid  <hashtag>  Do it now <link> ,0.0
11648, <hashtag>  Want some good  <hashtag>  product invest your eyes  ears in  <username>  see our ticker via 1000Network 247  <link> ,1.0
11649,CNN in 2050  <link> ,1.0
11650,Soviet soldiers observe the highlands Afghanistan  April 1988  <link> ,1.0
11651,Sometimes  <hashtag>  is all you need to make you feel better,1.0
11652,Really wanna go to the game but I have practice ,0.0
11653,im desparate to get her to watch it tbh and its early,0.0
11654, LOOK AT ME   IM THE PRESIDENT NOW    <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag> 45  <link> ,1.0
11655,I support interracial,0.0
11656,Another body left behind in the wake of this scandal Enlist in our patriot army at  <link>   <link> ,1.0
11657,NXP closes deal to buy Freescale and create top auto chipmaker   <hashtag> ,1.0
11658,RT  <username>  Props  <hashtag>  lmao   <link> ,1.0
11659,ESPN reveals some statisical elements about LSU QBs   <hashtag> ,1.0
11660,Someone might need this rn  <link> ,0.0
11661,Growth Hackers Guide Get more social proof with Twitter fans perfect for  <hashtag>   <hashtag>   <link>  <link> ,0.0
11662, <username>  Nunes briefs Ryan then runs to the WH to brief Trump Then speaks to reporters without briefing the Intel Comt,1.0
11663,Man Critical After Robbery Shooting In South Chicago  <link> ,1.0
11664,when ur puppy runs out of  <link> ,0.0
11665,Final NGA decision coming next week as bistate fight continues   <hashtag> ,1.0
11666,Cute af looks cute af knife SLAY MEE  <link> ,0.0
11667,TurkeyEU deal may lead to increased risk of terror attacks EU report says  <link>  via  <username> ,0.0
11668, <username>   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
11669,Reading about workflow and flex fields in  <username>   <hashtag>  manual so we can improve processes  <username>   <hashtag> ,0.0
11670,Hello you cunt  <link> ,0.0
11671,Hi  <username>   I love  <hashtag> Could you please follow  <username>   <username>   <username>  Brazil loves you  B,0.0
